File_name;Red_mass;CM_energy;Rel_speed;Tot_sigma
dcsH1He0el_1000log10e_-1620.dat;7.4962491838E+8;2.3988329190E-2;2.3983562509E+5;8.2130379644E+2
dcsH1He0el_1000log10e_-1630.dat;7.4962491838E+8;2.3442288153E-2;2.3709024939E+5;8.2859386096E+2
dcsH1He0el_1000log10e_-1640.dat;7.4962491838E+8;2.2908676528E-2;2.3437629975E+5;8.3541482107E+2
dcsH1He0el_1000log10e_-1650.dat;7.4962491838E+8;2.2387211386E-2;2.3169341643E+5;8.4194495469E+2
dcsH1He0el_1000log10e_-1660.dat;7.4962491838E+8;2.1877616239E-2;2.2904124382E+5;8.4846068329E+2
dcsH1He0el_1000log10e_-1670.dat;7.4962491838E+8;2.1379620895E-2;2.2641943038E+5;8.5539472137E+2
dcsH1He0el_1000log10e_-1680.dat;7.4962491838E+8;2.0892961309E-2;2.2382762860E+5;8.6341740822E+2
dcsH1He0el_1000log10e_-1690.dat;7.4962491838E+8;2.0417379447E-2;2.2126549492E+5;8.7357299698E+2
dcsH1He0el_1000log10e_-1700.dat;7.4962491838E+8;1.9952623150E-2;2.1873268974E+5;8.8758392168E+2
dcsH1He0el_1000log10e_-1710.dat;7.4962491838E+8;1.9498445998E-2;2.1622887735E+5;9.0913774387E+2
dcsH1He0el_1000log10e_-1720.dat;7.4962491838E+8;1.9054607180E-2;2.1375372586E+5;1.0551103686E+3
dcsH1He0el_1000log10e_-1730.dat;7.4962491838E+8;1.8620871367E-2;2.1130690719E+5;1.0710013466E+3
dcsH1He0el_1000log10e_-1740.dat;7.4962491838E+8;1.8197008586E-2;2.0888809703E+5;1.0849775177E+3
dcsH1He0el_1000log10e_-1750.dat;7.4962491838E+8;1.7782794100E-2;2.0649697475E+5;1.0972644757E+3
dcsH1He0el_1000log10e_-1760.dat;7.4962491838E+8;1.7378008287E-2;2.0413322343E+5;1.1078611767E+3
dcsH1He0el_1000log10e_-1770.dat;7.4962491838E+8;1.6982436525E-2;2.0179652974E+5;1.1166485594E+3
dcsH1He0el_1000log10e_-1780.dat;7.4962491838E+8;1.6595869074E-2;1.9948658397E+5;1.1234153552E+3
dcsH1He0el_1000log10e_-1790.dat;7.4962491838E+8;1.6218100974E-2;1.9720307992E+5;1.1278610711E+3
dcsH1He0el_1000log10e_-1800.dat;7.4962491838E+8;1.5848931925E-2;1.9494571493E+5;1.1295887163E+3
dcsH1He0el_1000log10e_-1810.dat;7.4962491838E+8;1.5488166189E-2;1.9271418979E+5;1.1280900601E+3
dcsH1He0el_1000log10e_-1820.dat;7.4962491838E+8;1.5135612484E-2;1.9050820870E+5;1.1227228589E+3
dcsH1He0el_1000log10e_-1830.dat;7.4962491838E+8;1.4791083882E-2;1.8832747927E+5;1.1126707321E+3
dcsH1He0el_1000log10e_-1840.dat;7.4962491838E+8;1.4454397707E-2;1.8617171244E+5;1.0968560844E+3
dcsH1He0el_1000log10e_-1850.dat;7.4962491838E+8;1.4125375446E-2;1.8404062247E+5;1.0736578549E+3
dcsH1He0el_1000log10e_-1860.dat;7.4962491838E+8;1.3803842646E-2;1.8193392688E+5;1.0388564326E+3
dcsH1He0el_1000log10e_-1870.dat;7.4962491838E+8;1.3489628826E-2;1.7985134644E+5;1.1146745692E+3
dcsH1He0el_1000log10e_-1880.dat;7.4962491838E+8;1.3182567386E-2;1.7779260511E+5;1.1072368417E+3
dcsH1He0el_1000log10e_-1890.dat;7.4962491838E+8;1.2882495517E-2;1.7575742998E+5;1.0985421347E+3
dcsH1He0el_1000log10e_-1900.dat;7.4962491838E+8;1.2589254118E-2;1.7374555132E+5;1.0891351969E+3
dcsH1He0el_1000log10e_-1910.dat;7.4962491838E+8;1.2302687708E-2;1.7175670244E+5;1.0794558342E+3
dcsH1He0el_1000log10e_-1920.dat;7.4962491838E+8;1.2022644346E-2;1.6979061973E+5;1.0699121794E+3
dcsH1He0el_1000log10e_-1930.dat;7.4962491838E+8;1.1748975549E-2;1.6784704257E+5;1.0609064562E+3
dcsH1He0el_1000log10e_-1940.dat;7.4962491838E+8;1.1481536215E-2;1.6592571336E+5;1.0528454658E+3
dcsH1He0el_1000log10e_-1950.dat;7.4962491838E+8;1.1220184543E-2;1.6402637743E+5;1.0461434229E+3
dcsH1He0el_1000log10e_-1960.dat;7.4962491838E+8;1.0964781961E-2;1.6214878301E+5;1.0412190167E+3
dcsH1He0el_1000log10e_-1970.dat;7.4962491838E+8;1.0715193052E-2;1.6029268124E+5;1.0384865020E+3
dcsH1He0el_1000log10e_-1980.dat;7.4962491838E+8;1.0471285481E-2;1.5845782609E+5;1.0383392861E+3
dcsH1He0el_1000log10e_-1990.dat;7.4962491838E+8;1.0232929923E-2;1.5664397436E+5;1.0411233920E+3
dcsH1He0el_1000log10e_-2000.dat;7.4962491838E+8;1.0000000000E-2;1.5485088561E+5;1.0470973279E+3
dcsH1He0el_1000log10e_-2005.dat;7.4962491838E+8;9.8855309466E-3;1.5396205298E+5;1.0513241108E+3
dcsH1He0el_1000log10e_-2010.dat;7.4962491838E+8;9.7723722096E-3;1.5307832218E+5;1.0563782652E+3
dcsH1He0el_1000log10e_-2015.dat;7.4962491838E+8;9.6605087899E-3;1.5219966393E+5;1.0622470725E+3
dcsH1He0el_1000log10e_-2020.dat;7.4962491838E+8;9.5499258602E-3;1.5132604912E+5;1.0689225221E+3
dcsH1He0el_1000log10e_-2025.dat;7.4962491838E+8;9.4406087629E-3;1.5045744879E+5;1.0764905973E+3
dcsH1He0el_1000log10e_-2030.dat;7.4962491838E+8;9.3325430080E-3;1.4959383416E+5;1.1035863840E+3
dcsH1He0el_1000log10e_-2035.dat;7.4962491838E+8;9.2257142715E-3;1.4873517661E+5;1.0945353521E+3
dcsH1He0el_1000log10e_-2040.dat;7.4962491838E+8;9.1201083936E-3;1.4788144770E+5;1.0853712718E+3
dcsH1He0el_1000log10e_-2045.dat;7.4962491838E+8;9.0157113761E-3;1.4703261912E+5;1.0760446104E+3
dcsH1He0el_1000log10e_-2050.dat;7.4962491838E+8;8.9125093813E-3;1.4618866276E+5;1.0665989826E+3
dcsH1He0el_1000log10e_-2055.dat;7.4962491838E+8;8.8104887301E-3;1.4534955065E+5;1.0570302245E+3
dcsH1He0el_1000log10e_-2060.dat;7.4962491838E+8;8.7096358996E-3;1.4451525498E+5;1.0474016955E+3
dcsH1He0el_1000log10e_-2065.dat;7.4962491838E+8;8.6099375218E-3;1.4368574810E+5;1.0377249253E+3
dcsH1He0el_1000log10e_-2070.dat;7.4962491838E+8;8.5113803820E-3;1.4286100253E+5;1.0280201766E+3
dcsH1He0el_1000log10e_-2075.dat;7.4962491838E+8;8.4139514165E-3;1.4204099094E+5;1.0183051841E+3
dcsH1He0el_1000log10e_-2080.dat;7.4962491838E+8;8.3176377110E-3;1.4122568616E+5;1.0085957304E+3
dcsH1He0el_1000log10e_-2085.dat;7.4962491838E+8;8.2224264995E-3;1.4041506117E+5;9.9890614846E+2
dcsH1He0el_1000log10e_-2090.dat;7.4962491838E+8;8.1283051616E-3;1.3960908910E+5;9.8924975670E+2
dcsH1He0el_1000log10e_-2095.dat;7.4962491838E+8;8.0352612219E-3;1.3880774325E+5;9.7963926069E+2
dcsH1He0el_1000log10e_-2100.dat;7.4962491838E+8;7.9432823472E-3;1.3801099707E+5;9.7008715383E+2
dcsH1He0el_1000log10e_-2105.dat;7.4962491838E+8;7.8523563461E-3;1.3721882415E+5;9.6060610640E+2
dcsH1He0el_1000log10e_-2110.dat;7.4962491838E+8;7.7624711663E-3;1.3643119825E+5;9.5120939003E+2
dcsH1He0el_1000log10e_-2115.dat;7.4962491838E+8;7.6736148936E-3;1.3564809326E+5;9.4191131644E+2
dcsH1He0el_1000log10e_-2120.dat;7.4962491838E+8;7.5857757503E-3;1.3486948324E+5;9.3272773586E+2
dcsH1He0el_1000log10e_-2125.dat;7.4962491838E+8;7.4989420933E-3;1.3409534238E+5;9.2367658262E+2
dcsH1He0el_1000log10e_-2130.dat;7.4962491838E+8;7.4131024130E-3;1.3332564503E+5;9.1477849145E+2
dcsH1He0el_1000log10e_-2135.dat;7.4962491838E+8;7.3282453314E-3;1.3256036569E+5;9.0605751377E+2
dcsH1He0el_1000log10e_-2140.dat;7.4962491838E+8;7.2443596007E-3;1.3179947899E+5;8.9754192604E+2
dcsH1He0el_1000log10e_-2145.dat;7.4962491838E+8;7.1614341021E-3;1.3104295973E+5;8.8926518947E+2
dcsH1He0el_1000log10e_-2150.dat;7.4962491838E+8;7.0794578438E-3;1.3029078283E+5;8.8126705766E+2
dcsH1He0el_1000log10e_-2155.dat;7.4962491838E+8;6.9984199600E-3;1.2954292337E+5;8.7359490986E+2
dcsH1He0el_1000log10e_-2160.dat;7.4962491838E+8;6.9183097092E-3;1.2879935657E+5;8.6630533162E+2
dcsH1He0el_1000log10e_-2165.dat;7.4962491838E+8;6.8391164728E-3;1.2806005779E+5;8.5946605823E+2
dcsH1He0el_1000log10e_-2170.dat;7.4962491838E+8;6.7608297539E-3;1.2732500253E+5;8.5315836231E+2
dcsH1He0el_1000log10e_-2175.dat;7.4962491838E+8;6.6834391757E-3;1.2659416643E+5;8.4748009597E+2
dcsH1He0el_1000log10e_-2180.dat;7.4962491838E+8;6.6069344801E-3;1.2586752528E+5;8.4254962947E+2
dcsH1He0el_1000log10e_-2185.dat;7.4962491838E+8;6.5313055265E-3;1.2514505499E+5;8.3851118207E+2
dcsH1He0el_1000log10e_-2190.dat;7.4962491838E+8;6.4565422903E-3;1.2442673163E+5;8.3554232011E+2
dcsH1He0el_1000log10e_-2195.dat;7.4962491838E+8;6.3826348619E-3;1.2371253139E+5;8.3386521104E+2
dcsH1He0el_1000log10e_-2200.dat;7.4962491838E+8;6.3095734448E-3;1.2300243061E+5;8.3376484412E+2
dcsH1He0el_1000log10e_-2205.dat;7.4962491838E+8;6.2373483548E-3;1.2229640576E+5;8.3562205569E+2
dcsH1He0el_1000log10e_-2210.dat;7.4962491838E+8;6.1659500186E-3;1.2159443343E+5;8.3998399744E+2
dcsH1He0el_1000log10e_-2215.dat;7.4962491838E+8;6.0953689724E-3;1.2089649038E+5;8.4776396666E+2
dcsH1He0el_1000log10e_-2220.dat;7.4962491838E+8;6.0255958607E-3;1.2020255346E+5;8.6159108081E+2
dcsH1He0el_1000log10e_-2225.dat;7.4962491838E+8;5.9566214353E-3;1.1951259970E+5;1.1661045563E+3
dcsH1He0el_1000log10e_-2230.dat;7.4962491838E+8;5.8884365536E-3;1.1882660621E+5;1.1704853360E+3
dcsH1He0el_1000log10e_-2235.dat;7.4962491838E+8;5.8210321777E-3;1.1814455028E+5;1.1756061392E+3
dcsH1He0el_1000log10e_-2240.dat;7.4962491838E+8;5.7543993734E-3;1.1746640930E+5;1.1813537237E+3
dcsH1He0el_1000log10e_-2245.dat;7.4962491838E+8;5.6885293084E-3;1.1679216080E+5;1.1876907659E+3
dcsH1He0el_1000log10e_-2250.dat;7.4962491838E+8;5.6234132519E-3;1.1612178243E+5;1.1946015858E+3
dcsH1He0el_1000log10e_-2255.dat;7.4962491838E+8;5.5590425727E-3;1.1545525199E+5;1.2020779856E+3
dcsH1He0el_1000log10e_-2260.dat;7.4962491838E+8;5.4954087386E-3;1.1479254738E+5;1.2101141474E+3
dcsH1He0el_1000log10e_-2265.dat;7.4962491838E+8;5.4325033149E-3;1.1413364664E+5;1.2187044513E+3
dcsH1He0el_1000log10e_-2270.dat;7.4962491838E+8;5.3703179637E-3;1.1347852795E+5;1.2278423848E+3
dcsH1He0el_1000log10e_-2275.dat;7.4962491838E+8;5.3088444423E-3;1.1282716960E+5;1.2375199460E+3
dcsH1He0el_1000log10e_-2280.dat;7.4962491838E+8;5.2480746025E-3;1.1217954999E+5;1.2477272692E+3
dcsH1He0el_1000log10e_-2285.dat;7.4962491838E+8;5.1880003893E-3;1.1153564766E+5;1.2584523364E+3
dcsH1He0el_1000log10e_-2290.dat;7.4962491838E+8;5.1286138399E-3;1.1089544130E+5;1.2696807587E+3
dcsH1He0el_1000log10e_-2295.dat;7.4962491838E+8;5.0699070827E-3;1.1025890966E+5;1.2813955621E+3
dcsH1He0el_1000log10e_-2300.dat;7.4962491838E+8;5.0118723363E-3;1.0962603168E+5;1.2935769651E+3
dcsH1He0el_1000log10e_-2305.dat;7.4962491838E+8;4.9545019080E-3;1.0899678636E+5;1.3062021548E+3
dcsH1He0el_1000log10e_-2310.dat;7.4962491838E+8;4.8977881937E-3;1.0837115287E+5;1.3192450431E+3
dcsH1He0el_1000log10e_-2315.dat;7.4962491838E+8;4.8417236758E-3;1.0774911047E+5;1.3326759855E+3
dcsH1He0el_1000log10e_-2320.dat;7.4962491838E+8;4.7863009232E-3;1.0713063854E+5;1.3464614827E+3
dcsH1He0el_1000log10e_-2325.dat;7.4962491838E+8;4.7315125896E-3;1.0651571660E+5;1.3605638453E+3
dcsH1He0el_1000log10e_-2330.dat;7.4962491838E+8;4.6773514129E-3;1.0590432426E+5;1.3749408068E+3
dcsH1He0el_1000log10e_-2335.dat;7.4962491838E+8;4.6238102140E-3;1.0529644127E+5;1.3895451024E+3
dcsH1He0el_1000log10e_-2340.dat;7.4962491838E+8;4.5708818961E-3;1.0469204749E+5;1.4043239929E+3
dcsH1He0el_1000log10e_-2345.dat;7.4962491838E+8;4.5185594437E-3;1.0409112288E+5;1.4192187145E+3
dcsH1He0el_1000log10e_-2350.dat;7.4962491838E+8;4.4668359215E-3;1.0349364753E+5;1.4341638657E+3
dcsH1He0el_1000log10e_-2355.dat;7.4962491838E+8;4.4157044735E-3;1.0289960164E+5;1.4490867048E+3
dcsH1He0el_1000log10e_-2360.dat;7.4962491838E+8;4.3651583224E-3;1.0230896554E+5;1.4639063254E+3
dcsH1He0el_1000log10e_-2365.dat;7.4962491838E+8;4.3151907683E-3;1.0172171964E+5;1.4785327067E+3
dcsH1He0el_1000log10e_-2370.dat;7.4962491838E+8;4.2657951880E-3;1.0113784450E+5;1.4928655886E+3
dcsH1He0el_1000log10e_-2375.dat;7.4962491838E+8;4.2169650343E-3;1.0055732075E+5;1.5067931010E+3
dcsH1He0el_1000log10e_-2380.dat;7.4962491838E+8;4.1686938347E-3;9.9980129164E+4;1.5201900950E+3
dcsH1He0el_1000log10e_-2385.dat;7.4962491838E+8;4.1209751910E-3;9.9406250617E+4;1.5329160244E+3
dcsH1He0el_1000log10e_-2390.dat;7.4962491838E+8;4.0738027780E-3;9.8835666089E+4;1.5448121991E+3
dcsH1He0el_1000log10e_-2395.dat;7.4962491838E+8;4.0271703433E-3;9.8268356675E+4;1.5556980583E+3
dcsH1He0el_1000log10e_-2400.dat;7.4962491838E+8;3.9810717055E-3;9.7704303575E+4;1.5653659340E+3
dcsH1He0el_1000log10e_-2405.dat;7.4962491838E+8;3.9355007546E-3;9.7143488098E+4;1.5735732603E+3
dcsH1He0el_1000log10e_-2410.dat;7.4962491838E+8;3.8904514499E-3;9.6585891661E+4;1.5800302579E+3
dcsH1He0el_1000log10e_-2415.dat;7.4962491838E+8;3.8459178205E-3;9.6031495785E+4;1.5843788411E+3
dcsH1He0el_1000log10e_-2420.dat;7.4962491838E+8;3.8018939632E-3;9.5480282101E+4;1.5861526825E+3
dcsH1He0el_1000log10e_-2425.dat;7.4962491838E+8;3.7583740429E-3;9.4932232343E+4;1.5846898794E+3
dcsH1He0el_1000log10e_-2430.dat;7.4962491838E+8;3.7153522910E-3;9.4387328350E+4;1.5788933051E+3
dcsH1He0el_1000log10e_-2435.dat;7.4962491838E+8;3.6728230050E-3;9.3845552065E+4;1.5661744907E+3
dcsH1He0el_1000log10e_-2440.dat;7.4962491838E+8;3.6307805477E-3;9.3306885537E+4;1.6516848530E+3
dcsH1He0el_1000log10e_-2445.dat;7.4962491838E+8;3.5892193465E-3;9.2771310914E+4;1.6566184280E+3
dcsH1He0el_1000log10e_-2450.dat;7.4962491838E+8;3.5481338923E-3;9.2238810450E+4;1.6629034828E+3
dcsH1He0el_1000log10e_-2455.dat;7.4962491838E+8;3.5075187395E-3;9.1709366499E+4;1.6699341014E+3
dcsH1He0el_1000log10e_-2460.dat;7.4962491838E+8;3.4673685045E-3;9.1182961518E+4;1.6775031646E+3
dcsH1He0el_1000log10e_-2465.dat;7.4962491838E+8;3.4276778655E-3;9.0659578062E+4;1.6855105419E+3
dcsH1He0el_1000log10e_-2470.dat;7.4962491838E+8;3.3884415614E-3;9.0139198789E+4;1.6938998474E+3
dcsH1He0el_1000log10e_-2475.dat;7.4962491838E+8;3.3496543916E-3;8.9621806454E+4;1.7026366571E+3
dcsH1He0el_1000log10e_-2480.dat;7.4962491838E+8;3.3113112148E-3;8.9107383912E+4;1.7116991637E+3
dcsH1He0el_1000log10e_-2485.dat;7.4962491838E+8;3.2734069488E-3;8.8595914118E+4;1.7210735749E+3
dcsH1He0el_1000log10e_-2490.dat;7.4962491838E+8;3.2359365693E-3;8.8087380123E+4;1.7307516602E+3
dcsH1He0el_1000log10e_-2495.dat;7.4962491838E+8;3.1988951097E-3;8.7581765076E+4;1.7407293499E+3
dcsH1He0el_1000log10e_-2500.dat;7.4962491838E+8;3.1622776602E-3;8.7079052221E+4;1.7510059089E+3
dcsH1He0el_1000log10e_-2505.dat;7.4962491838E+8;3.1260793671E-3;8.6579224901E+4;1.7615834391E+3
dcsH1He0el_1000log10e_-2510.dat;7.4962491838E+8;3.0902954325E-3;8.6082266553E+4;1.7724665914E+3
dcsH1He0el_1000log10e_-2515.dat;7.4962491838E+8;3.0549211132E-3;8.5588160709E+4;1.7836623857E+3
dcsH1He0el_1000log10e_-2520.dat;7.4962491838E+8;3.0199517204E-3;8.5096890996E+4;1.7951801340E+3
dcsH1He0el_1000log10e_-2525.dat;7.4962491838E+8;2.9853826189E-3;8.4608441135E+4;1.8070314103E+3
dcsH1He0el_1000log10e_-2530.dat;7.4962491838E+8;2.9512092267E-3;8.4122794940E+4;1.8192300642E+3
dcsH1He0el_1000log10e_-2535.dat;7.4962491838E+8;2.9174270140E-3;8.3639936318E+4;1.8317922621E+3
dcsH1He0el_1000log10e_-2540.dat;7.4962491838E+8;2.8840315031E-3;8.3159849269E+4;1.8447365516E+3
dcsH1He0el_1000log10e_-2545.dat;7.4962491838E+8;2.8510182675E-3;8.2682517884E+4;1.8580839406E+3
dcsH1He0el_1000log10e_-2550.dat;7.4962491838E+8;2.8183829313E-3;8.2207926346E+4;1.8718579999E+3
dcsH1He0el_1000log10e_-2555.dat;7.4962491838E+8;2.7861211686E-3;8.1736058928E+4;1.8860849559E+3
dcsH1He0el_1000log10e_-2560.dat;7.4962491838E+8;2.7542287033E-3;8.1266899995E+4;1.9007938132E+3
dcsH1He0el_1000log10e_-2565.dat;7.4962491838E+8;2.7227013081E-3;8.0800433999E+4;1.9160164747E+3
dcsH1He0el_1000log10e_-2570.dat;7.4962491838E+8;2.6915348039E-3;8.0336645483E+4;1.9317878706E+3
dcsH1He0el_1000log10e_-2575.dat;7.4962491838E+8;2.6607250598E-3;7.9875519079E+4;1.9481460923E+3
dcsH1He0el_1000log10e_-2580.dat;7.4962491838E+8;2.6302679919E-3;7.9417039506E+4;1.9651325343E+3
dcsH1He0el_1000log10e_-2585.dat;7.4962491838E+8;2.6001595632E-3;7.8961191573E+4;1.9827920398E+3
dcsH1He0el_1000log10e_-2590.dat;7.4962491838E+8;2.5703957828E-3;7.8507960173E+4;2.0011730548E+3
dcsH1He0el_1000log10e_-2595.dat;7.4962491838E+8;2.5409727055E-3;7.8057330287E+4;2.0203277881E+3
dcsH1He0el_1000log10e_-2600.dat;7.4962491838E+8;2.5118864315E-3;7.7609286984E+4;2.0403123814E+3
dcsH1He0el_1000log10e_-2605.dat;7.4962491838E+8;2.4831331053E-3;7.7163815416E+4;2.0611871032E+3
dcsH1He0el_1000log10e_-2610.dat;7.4962491838E+8;2.4547089157E-3;7.6720900822E+4;2.0830165436E+3
dcsH1He0el_1000log10e_-2615.dat;7.4962491838E+8;2.4266100951E-3;7.6280528525E+4;2.1058698636E+3
dcsH1He0el_1000log10e_-2620.dat;7.4962491838E+8;2.3988329190E-3;7.5842683932E+4;2.1298210826E+3
dcsH1He0el_1000log10e_-2625.dat;7.4962491838E+8;2.3713737057E-3;7.5407352535E+4;2.1549494485E+3
dcsH1He0el_1000log10e_-2630.dat;7.4962491838E+8;2.3442288153E-3;7.4974519909E+4;2.1813399353E+3
dcsH1He0el_1000log10e_-2635.dat;7.4962491838E+8;2.3173946500E-3;7.4544171709E+4;2.2090839449E+3
dcsH1He0el_1000log10e_-2640.dat;7.4962491838E+8;2.2908676528E-3;7.4116293676E+4;2.2382803521E+3
dcsH1He0el_1000log10e_-2645.dat;7.4962491838E+8;2.2646443076E-3;7.3690871631E+4;2.2690371276E+3
dcsH1He0el_1000log10e_-2650.dat;7.4962491838E+8;2.2387211386E-3;7.3267891478E+4;2.3014739765E+3
dcsH1He0el_1000log10e_-2655.dat;7.4962491838E+8;2.2130947096E-3;7.2847339199E+4;2.3357268373E+3
dcsH1He0el_1000log10e_-2660.dat;7.4962491838E+8;2.1877616239E-3;7.2429200859E+4;2.3719559823E+3
dcsH1He0el_1000log10e_-2665.dat;7.4962491838E+8;2.1627185237E-3;7.2013462603E+4;2.4103616453E+3
dcsH1He0el_1000log10e_-2670.dat;7.4962491838E+8;2.1379620895E-3;7.1600110653E+4;2.4512171494E+3
dcsH1He0el_1000log10e_-2675.dat;7.4962491838E+8;2.1134890398E-3;7.1189131313E+4;2.4949496875E+3
dcsH1He0el_1000log10e_-2680.dat;7.4962491838E+8;2.0892961309E-3;7.0780510964E+4;2.5423900434E+3
dcsH1He0el_1000log10e_-2685.dat;7.4962491838E+8;2.0653801558E-3;7.0374236065E+4;2.5960934209E+3
dcsH1He0el_1000log10e_-2690.dat;7.4962491838E+8;2.0417379447E-3;6.9970293155E+4;2.5898117945E+3
dcsH1He0el_1000log10e_-2695.dat;7.4962491838E+8;2.0183663637E-3;6.9568668847E+4;2.5799495935E+3
dcsH1He0el_1000log10e_-2700.dat;7.4962491838E+8;1.9952623150E-3;6.9169349832E+4;2.5720200522E+3
dcsH1He0el_1000log10e_-2705.dat;7.4962491838E+8;1.9724227361E-3;6.8772322879E+4;2.5649954992E+3
dcsH1He0el_1000log10e_-2710.dat;7.4962491838E+8;1.9498445998E-3;6.8377574832E+4;2.5584733767E+3
dcsH1He0el_1000log10e_-2715.dat;7.4962491838E+8;1.9275249132E-3;6.7985092609E+4;2.5522372605E+3
dcsH1He0el_1000log10e_-2720.dat;7.4962491838E+8;1.9054607180E-3;6.7594863205E+4;2.5461509798E+3
dcsH1He0el_1000log10e_-2725.dat;7.4962491838E+8;1.8836490895E-3;6.7206873689E+4;2.5448973814E+3
dcsH1He0el_1000log10e_-2730.dat;7.4962491838E+8;1.8620871367E-3;6.6821111205E+4;2.5340733173E+3
dcsH1He0el_1000log10e_-2735.dat;7.4962491838E+8;1.8407720015E-3;6.6437562968E+4;2.5279555380E+3
dcsH1He0el_1000log10e_-2740.dat;7.4962491838E+8;1.8197008586E-3;6.6056216270E+4;2.5217209688E+3
dcsH1He0el_1000log10e_-2745.dat;7.4962491838E+8;1.7988709151E-3;6.5677058473E+4;2.5153297257E+3
dcsH1He0el_1000log10e_-2750.dat;7.4962491838E+8;1.7782794100E-3;6.5300077015E+4;2.5087482872E+3
dcsH1He0el_1000log10e_-2755.dat;7.4962491838E+8;1.7579236140E-3;6.4925259402E+4;2.5019455405E+3
dcsH1He0el_1000log10e_-2760.dat;7.4962491838E+8;1.7378008287E-3;6.4552593214E+4;2.4948931849E+3
dcsH1He0el_1000log10e_-2765.dat;7.4962491838E+8;1.7179083872E-3;6.4182066103E+4;2.4875648196E+3
dcsH1He0el_1000log10e_-2770.dat;7.4962491838E+8;1.6982436525E-3;6.3813665790E+4;2.4799354705E+3
dcsH1He0el_1000log10e_-2775.dat;7.4962491838E+8;1.6788040181E-3;6.3447380068E+4;2.4719812377E+3
dcsH1He0el_1000log10e_-2780.dat;7.4962491838E+8;1.6595869074E-3;6.3083196798E+4;2.4636790339E+3
dcsH1He0el_1000log10e_-2785.dat;7.4962491838E+8;1.6405897732E-3;6.2721103914E+4;2.4550063717E+3
dcsH1He0el_1000log10e_-2790.dat;7.4962491838E+8;1.6218100974E-3;6.2361089416E+4;2.4459412256E+3
dcsH1He0el_1000log10e_-2795.dat;7.4962491838E+8;1.6032453907E-3;6.2003141374E+4;2.4364619047E+3
dcsH1He0el_1000log10e_-2800.dat;7.4962491838E+8;1.5848931925E-3;6.1647247928E+4;2.4265469683E+3
dcsH1He0el_1000log10e_-2805.dat;7.4962491838E+8;1.5667510701E-3;6.1293397284E+4;2.4161751639E+3
dcsH1He0el_1000log10e_-2810.dat;7.4962491838E+8;1.5488166189E-3;6.0941577716E+4;2.4053253862E+3
dcsH1He0el_1000log10e_-2815.dat;7.4962491838E+8;1.5310874617E-3;6.0591777567E+4;2.3939766559E+3
dcsH1He0el_1000log10e_-2820.dat;7.4962491838E+8;1.5135612484E-3;6.0243985245E+4;2.3821081172E+3
dcsH1He0el_1000log10e_-2825.dat;7.4962491838E+8;1.4962356561E-3;5.9898189225E+4;2.3696990517E+3
dcsH1He0el_1000log10e_-2830.dat;7.4962491838E+8;1.4791083882E-3;5.9554378048E+4;2.3567289107E+3
dcsH1He0el_1000log10e_-2835.dat;7.4962491838E+8;1.4621771745E-3;5.9212540322E+4;2.3431773674E+3
dcsH1He0el_1000log10e_-2840.dat;7.4962491838E+8;1.4454397707E-3;5.8872664720E+4;2.3290243899E+3
dcsH1He0el_1000log10e_-2845.dat;7.4962491838E+8;1.4288939585E-3;5.8534739978E+4;2.3142503222E+3
dcsH1He0el_1000log10e_-2850.dat;7.4962491838E+8;1.4125375446E-3;5.8198754900E+4;2.2988360178E+3
dcsH1He0el_1000log10e_-2855.dat;7.4962491838E+8;1.3963683611E-3;5.7864698350E+4;2.2827629716E+3
dcsH1He0el_1000log10e_-2860.dat;7.4962491838E+8;1.3803842646E-3;5.7532559261E+4;2.2660134951E+3
dcsH1He0el_1000log10e_-2865.dat;7.4962491838E+8;1.3645831366E-3;5.7202326626E+4;2.2485709243E+3
dcsH1He0el_1000log10e_-2870.dat;7.4962491838E+8;1.3489628826E-3;5.6873989501E+4;2.2304198663E+3
dcsH1He0el_1000log10e_-2875.dat;7.4962491838E+8;1.3335214322E-3;5.6547537007E+4;2.2115464915E+3
dcsH1He0el_1000log10e_-2880.dat;7.4962491838E+8;1.3182567386E-3;5.6222958327E+4;2.1919388816E+3
dcsH1He0el_1000log10e_-2885.dat;7.4962491838E+8;1.3031667785E-3;5.5900242704E+4;2.1715874252E+3
dcsH1He0el_1000log10e_-2890.dat;7.4962491838E+8;1.2882495517E-3;5.5579379445E+4;2.1504853156E+3
dcsH1He0el_1000log10e_-2895.dat;7.4962491838E+8;1.2735030810E-3;5.5260357917E+4;2.1286291064E+3
dcsH1He0el_1000log10e_-2900.dat;7.4962491838E+8;1.2589254118E-3;5.4943167549E+4;2.1060193847E+3
dcsH1He0el_1000log10e_-2905.dat;7.4962491838E+8;1.2445146118E-3;5.4627797831E+4;2.0826615671E+3
dcsH1He0el_1000log10e_-2910.dat;7.4962491838E+8;1.2302687708E-3;5.4314238311E+4;2.0585668485E+3
dcsH1He0el_1000log10e_-2915.dat;7.4962491838E+8;1.2161860006E-3;5.4002478600E+4;2.0337533419E+3
dcsH1He0el_1000log10e_-2920.dat;7.4962491838E+8;1.2022644346E-3;5.3692508366E+4;2.0082474368E+3
dcsH1He0el_1000log10e_-2925.dat;7.4962491838E+8;1.1885022274E-3;5.3384317339E+4;1.9820854878E+3
dcsH1He0el_1000log10e_-2930.dat;7.4962491838E+8;1.1748975549E-3;5.3077895305E+4;1.9553158518E+3
