File_name;Red_mass;CM_energy;Rel_speed;Tot_sigma
dcsH1He0el_1000log10e_-2935.dat;7.4962491838E+8;1.1614486138E-3;5.2773232112E+4;1.9280014426E+3
dcsH1He0el_1000log10e_-2940.dat;7.4962491838E+8;1.1481536215E-3;5.2470317662E+4;1.9002229483E+3
dcsH1He0el_1000log10e_-2945.dat;7.4962491838E+8;1.1350108157E-3;5.2169141919E+4;1.8720829582E+3
dcsH1He0el_1000log10e_-2950.dat;7.4962491838E+8;1.1220184543E-3;5.1869694902E+4;1.8437113219E+3
dcsH1He0el_1000log10e_-2955.dat;7.4962491838E+8;1.1091748153E-3;5.1571966690E+4;1.8152722671E+3
dcsH1He0el_1000log10e_-2960.dat;7.4962491838E+8;1.0964781961E-3;5.1275947415E+4;1.7869737349E+3
dcsH1He0el_1000log10e_-2965.dat;7.4962491838E+8;1.0839269140E-3;5.0981627269E+4;1.7590787342E+3
dcsH1He0el_1000log10e_-2970.dat;7.4962491838E+8;1.0715193052E-3;5.0688996498E+4;1.7319114145E+3
dcsH1He0el_1000log10e_-2975.dat;7.4962491838E+8;1.0592537252E-3;5.0398045407E+4;1.7057720089E+3
dcsH1He0el_1000log10e_-2980.dat;7.4962491838E+8;1.0471285481E-3;5.0108764353E+4;2.3637589580E+3
dcsH1He0el_1000log10e_-2985.dat;7.4962491838E+8;1.0351421667E-3;4.9821143752E+4;2.3344348012E+3
dcsH1He0el_1000log10e_-2990.dat;7.4962491838E+8;1.0232929923E-3;4.9535174071E+4;2.3102583344E+3
dcsH1He0el_1000log10e_-2995.dat;7.4962491838E+8;1.0115794543E-3;4.9250845835E+4;2.2888729400E+3
dcsH1He0el_1000log10e_-3000.dat;7.4962491838E+8;1.0000000000E-3;4.8968149622E+4;2.2694784162E+3
dcsH1He0el_1000log10e_-3005.dat;7.4962491838E+8;9.8855309466E-4;4.8687076065E+4;2.2516739314E+3
dcsH1He0el_1000log10e_-3010.dat;7.4962491838E+8;9.7723722096E-4;4.8407615849E+4;2.2352236241E+3
dcsH1He0el_1000log10e_-3015.dat;7.4962491838E+8;9.6605087899E-4;4.8129759714E+4;2.2199756918E+3
dcsH1He0el_1000log10e_-3020.dat;7.4962491838E+8;9.5499258602E-4;4.7853498452E+4;2.2058268789E+3
dcsH1He0el_1000log10e_-3025.dat;7.4962491838E+8;9.4406087629E-4;4.7578822910E+4;2.1927044255E+3
dcsH1He0el_1000log10e_-3030.dat;7.4962491838E+8;9.3325430080E-4;4.7305723985E+4;2.1805559731E+3
dcsH1He0el_1000log10e_-3035.dat;7.4962491838E+8;9.2257142715E-4;4.7034192628E+4;2.1693434411E+3
dcsH1He0el_1000log10e_-3040.dat;7.4962491838E+8;9.1201083936E-4;4.6764219841E+4;2.1590391328E+3
dcsH1He0el_1000log10e_-3045.dat;7.4962491838E+8;9.0157113761E-4;4.6495796677E+4;2.1496231109E+3
dcsH1He0el_1000log10e_-3050.dat;7.4962491838E+8;8.9125093813E-4;4.6228914243E+4;2.1410814096E+3
dcsH1He0el_1000log10e_-3055.dat;7.4962491838E+8;8.8104887301E-4;4.5963563694E+4;2.1334047210E+3
dcsH1He0el_1000log10e_-3060.dat;7.4962491838E+8;8.7096358996E-4;4.5699736237E+4;2.1265874460E+3
dcsH1He0el_1000log10e_-3065.dat;7.4962491838E+8;8.6099375218E-4;4.5437423131E+4;2.1206269550E+3
dcsH1He0el_1000log10e_-3070.dat;7.4962491838E+8;8.5113803820E-4;4.5176615682E+4;2.1155230515E+3
dcsH1He0el_1000log10e_-3075.dat;7.4962491838E+8;8.4139514165E-4;4.4917305249E+4;2.1112775127E+3
dcsH1He0el_1000log10e_-3080.dat;7.4962491838E+8;8.3176377110E-4;4.4659483239E+4;2.1078937400E+3
dcsH1He0el_1000log10e_-3085.dat;7.4962491838E+8;8.2224264995E-4;4.4403141108E+4;2.1053764461E+3
dcsH1He0el_1000log10e_-3090.dat;7.4962491838E+8;8.1283051616E-4;4.4148270361E+4;2.1037314290E+3
dcsH1He0el_1000log10e_-3095.dat;7.4962491838E+8;8.0352612219E-4;4.3894862554E+4;2.1029653406E+3
dcsH1He0el_1000log10e_-3100.dat;7.4962491838E+8;7.9432823472E-4;4.3642909290E+4;2.1030855031E+3
dcsH1He0el_1000log10e_-3105.dat;7.4962491838E+8;7.8523563461E-4;4.3392402218E+4;2.1040997214E+3
dcsH1He0el_1000log10e_-3110.dat;7.4962491838E+8;7.7624711663E-4;4.3143333038E+4;2.1060161479E+3
dcsH1He0el_1000log10e_-3115.dat;7.4962491838E+8;7.6736148936E-4;4.2895693497E+4;2.1088372779E+3
dcsH1He0el_1000log10e_-3120.dat;7.4962491838E+8;7.5857757503E-4;4.2649475389E+4;2.1125890017E+3
dcsH1He0el_1000log10e_-3125.dat;7.4962491838E+8;7.4989420933E-4;4.2404670554E+4;2.1172620681E+3
dcsH1He0el_1000log10e_-3130.dat;7.4962491838E+8;7.4131024130E-4;4.2161270881E+4;2.1228703431E+3
dcsH1He0el_1000log10e_-3135.dat;7.4962491838E+8;7.3282453314E-4;4.1919268304E+4;2.1294214639E+3
dcsH1He0el_1000log10e_-3140.dat;7.4962491838E+8;7.2443596007E-4;4.1678654804E+4;2.1369225126E+3
dcsH1He0el_1000log10e_-3145.dat;7.4962491838E+8;7.1614341021E-4;4.1439422408E+4;2.1453798852E+3
dcsH1He0el_1000log10e_-3150.dat;7.4962491838E+8;7.0794578438E-4;4.1201563188E+4;2.1547991143E+3
dcsH1He0el_1000log10e_-3155.dat;7.4962491838E+8;6.9984199600E-4;4.0965069262E+4;2.1651846732E+3
dcsH1He0el_1000log10e_-3160.dat;7.4962491838E+8;6.9183097092E-4;4.0729932794E+4;2.1765398200E+3
dcsH1He0el_1000log10e_-3165.dat;7.4962491838E+8;6.8391164728E-4;4.0496145992E+4;2.1888663692E+3
dcsH1He0el_1000log10e_-3170.dat;7.4962491838E+8;6.7608297539E-4;4.0263701108E+4;2.2021644808E+3
dcsH1He0el_1000log10e_-3175.dat;7.4962491838E+8;6.6834391757E-4;4.0032590442E+4;2.2164323881E+3
dcsH1He0el_1000log10e_-3180.dat;7.4962491838E+8;6.6069344801E-4;3.9802806333E+4;2.2316661706E+3
dcsH1He0el_1000log10e_-3185.dat;7.4962491838E+8;6.5313055265E-4;3.9574341168E+4;2.2478594344E+3
dcsH1He0el_1000log10e_-3190.dat;7.4962491838E+8;6.4565422903E-4;3.9347187377E+4;2.2650029734E+3
dcsH1He0el_1000log10e_-3195.dat;7.4962491838E+8;6.3826348619E-4;3.9121337431E+4;2.2830844318E+3
dcsH1He0el_1000log10e_-3200.dat;7.4962491838E+8;6.3095734448E-4;3.8896783847E+4;2.3020878829E+3
dcsH1He0el_1000log10e_-3205.dat;7.4962491838E+8;6.2373483548E-4;3.8673519184E+4;2.3219933599E+3
dcsH1He0el_1000log10e_-3210.dat;7.4962491838E+8;6.1659500186E-4;3.8451536044E+4;2.3427763692E+3
dcsH1He0el_1000log10e_-3215.dat;7.4962491838E+8;6.0953689724E-4;3.8230827071E+4;2.3644072970E+3
dcsH1He0el_1000log10e_-3220.dat;7.4962491838E+8;6.0255958607E-4;3.8011384951E+4;2.3868507347E+3
dcsH1He0el_1000log10e_-3225.dat;7.4962491838E+8;5.9566214353E-4;3.7793202412E+4;2.4100647542E+3
dcsH1He0el_1000log10e_-3230.dat;7.4962491838E+8;5.8884365536E-4;3.7576272225E+4;2.4340000270E+3
dcsH1He0el_1000log10e_-3235.dat;7.4962491838E+8;5.8210321777E-4;3.7360587202E+4;2.4585988077E+3
dcsH1He0el_1000log10e_-3240.dat;7.4962491838E+8;5.7543993734E-4;3.7146140194E+4;2.4837937942E+3
dcsH1He0el_1000log10e_-3245.dat;7.4962491838E+8;5.6885293084E-4;3.6932924097E+4;2.5095067377E+3
dcsH1He0el_1000log10e_-3250.dat;7.4962491838E+8;5.6234132519E-4;3.6720931844E+4;2.5356467949E+3
dcsH1He0el_1000log10e_-3255.dat;7.4962491838E+8;5.5590425727E-4;3.6510156410E+4;2.5621085960E+3
dcsH1He0el_1000log10e_-3260.dat;7.4962491838E+8;5.4954087386E-4;3.6300590813E+4;2.5887698406E+3
dcsH1He0el_1000log10e_-3265.dat;7.4962491838E+8;5.4325033149E-4;3.6092228106E+4;2.6154883326E+3
dcsH1He0el_1000log10e_-3270.dat;7.4962491838E+8;5.3703179637E-4;3.5885061386E+4;2.6420983182E+3
dcsH1He0el_1000log10e_-3275.dat;7.4962491838E+8;5.3088444423E-4;3.5679083787E+4;2.6684056402E+3
dcsH1He0el_1000log10e_-3280.dat;7.4962491838E+8;5.2480746025E-4;3.5474288485E+4;2.6941815637E+3
dcsH1He0el_1000log10e_-3285.dat;7.4962491838E+8;5.1880003893E-4;3.5270668692E+4;2.7191542809E+3
dcsH1He0el_1000log10e_-3290.dat;7.4962491838E+8;5.1286138399E-4;3.5068217662E+4;2.7429970288E+3
dcsH1He0el_1000log10e_-3295.dat;7.4962491838E+8;5.0699070827E-4;3.4866928686E+4;2.7653107967E+3
dcsH1He0el_1000log10e_-3300.dat;7.4962491838E+8;5.0118723363E-4;3.4666795094E+4;2.7855975639E+3
dcsH1He0el_1000log10e_-3305.dat;7.4962491838E+8;4.9545019080E-4;3.4467810254E+4;2.8032163932E+3
dcsH1He0el_1000log10e_-3310.dat;7.4962491838E+8;4.8977881937E-4;3.4269967572E+4;2.8173033771E+3
dcsH1He0el_1000log10e_-3315.dat;7.4962491838E+8;4.8417236758E-4;3.4073260493E+4;2.8266065944E+3
dcsH1He0el_1000log10e_-3320.dat;7.4962491838E+8;4.7863009232E-4;3.3877682497E+4;2.8290623421E+3
dcsH1He0el_1000log10e_-3325.dat;7.4962491838E+8;4.7315125896E-4;3.3683227105E+4;2.8201047771E+3
dcsH1He0el_1000log10e_-3330.dat;7.4962491838E+8;4.6773514129E-4;3.3489887873E+4;1.6352493914E+3
dcsH1He0el_1000log10e_-3335.dat;7.4962491838E+8;4.6238102140E-4;3.3297658393E+4;1.6036664300E+3
dcsH1He0el_1000log10e_-3340.dat;7.4962491838E+8;4.5708818961E-4;3.3106532296E+4;1.5796539421E+3
dcsH1He0el_1000log10e_-3345.dat;7.4962491838E+8;4.5185594437E-4;3.2916503249E+4;1.5600339606E+3
dcsH1He0el_1000log10e_-3350.dat;7.4962491838E+8;4.4668359215E-4;3.2727564955E+4;1.5436184347E+3
dcsH1He0el_1000log10e_-3355.dat;7.4962491838E+8;4.4157044735E-4;3.2539711152E+4;1.5297802008E+3
dcsH1He0el_1000log10e_-3360.dat;7.4962491838E+8;4.3651583224E-4;3.2352935617E+4;1.5181329922E+3
dcsH1He0el_1000log10e_-3365.dat;7.4962491838E+8;4.3151907683E-4;3.2167232159E+4;1.5084163165E+3
dcsH1He0el_1000log10e_-3370.dat;7.4962491838E+8;4.2657951880E-4;3.1982594625E+4;1.5004435899E+3
dcsH1He0el_1000log10e_-3375.dat;7.4962491838E+8;4.2169650343E-4;3.1799016897E+4;1.4940753542E+3
dcsH1He0el_1000log10e_-3380.dat;7.4962491838E+8;4.1686938347E-4;3.1616492892E+4;1.4892039637E+3
dcsH1He0el_1000log10e_-3385.dat;7.4962491838E+8;4.1209751910E-4;3.1435016561E+4;1.4857443057E+3
dcsH1He0el_1000log10e_-3390.dat;7.4962491838E+8;4.0738027780E-4;3.1254581890E+4;1.4836277780E+3
dcsH1He0el_1000log10e_-3395.dat;7.4962491838E+8;4.0271703433E-4;3.1075182902E+4;1.4827982320E+3
dcsH1He0el_1000log10e_-3400.dat;7.4962491838E+8;3.9810717055E-4;3.0896813650E+4;1.4832092036E+3
dcsH1He0el_1000log10e_-3405.dat;7.4962491838E+8;3.9355007546E-4;3.0719468224E+4;1.4848218515E+3
dcsH1He0el_1000log10e_-3410.dat;7.4962491838E+8;3.8904514499E-4;3.0543140749E+4;1.4876035267E+3
dcsH1He0el_1000log10e_-3415.dat;7.4962491838E+8;3.8459178205E-4;3.0367825379E+4;1.4915266202E+3
dcsH1He0el_1000log10e_-3420.dat;7.4962491838E+8;3.8018939632E-4;3.0193516308E+4;1.4965677629E+3
dcsH1He0el_1000log10e_-3425.dat;7.4962491838E+8;3.7583740429E-4;3.0020207757E+4;1.5027071589E+3
dcsH1He0el_1000log10e_-3430.dat;7.4962491838E+8;3.7153522910E-4;2.9847893984E+4;1.5099280601E+3
dcsH1He0el_1000log10e_-3435.dat;7.4962491838E+8;3.6728230050E-4;2.9676569280E+4;1.5182164100E+3
dcsH1He0el_1000log10e_-3440.dat;7.4962491838E+8;3.6307805477E-4;2.9506227967E+4;1.5275604791E+3
dcsH1He0el_1000log10e_-3445.dat;7.4962491838E+8;3.5892193465E-4;2.9336864401E+4;1.5379506613E+3
dcsH1He0el_1000log10e_-3450.dat;7.4962491838E+8;3.5481338923E-4;2.9168472969E+4;1.5493792248E+3
dcsH1He0el_1000log10e_-3455.dat;7.4962491838E+8;3.5075187395E-4;2.9001048091E+4;1.5618401960E+3
dcsH1He0el_1000log10e_-3460.dat;7.4962491838E+8;3.4673685045E-4;2.8834584220E+4;1.5753292148E+3
dcsH1He0el_1000log10e_-3465.dat;7.4962491838E+8;3.4276778655E-4;2.8669075839E+4;1.5898434163E+3
dcsH1He0el_1000log10e_-3470.dat;7.4962491838E+8;3.3884415614E-4;2.8504517463E+4;1.6053814016E+3
dcsH1He0el_1000log10e_-3475.dat;7.4962491838E+8;3.3496543916E-4;2.8340903641E+4;1.6219431298E+3
dcsH1He0el_1000log10e_-3480.dat;7.4962491838E+8;3.3113112148E-4;2.8178228950E+4;1.6395299318E+3
dcsH1He0el_1000log10e_-3485.dat;7.4962491838E+8;3.2734069488E-4;2.8016488000E+4;1.6581444344E+3
dcsH1He0el_1000log10e_-3490.dat;7.4962491838E+8;3.2359365693E-4;2.7855675431E+4;1.6777906025E+3
dcsH1He0el_1000log10e_-3495.dat;7.4962491838E+8;3.1988951097E-4;2.7695785914E+4;1.6984736880E+3
dcsH1He0el_1000log10e_-3500.dat;7.4962491838E+8;3.1622776602E-4;2.7536814151E+4;1.7202002955E+3
dcsH1He0el_1000log10e_-3505.dat;7.4962491838E+8;3.1260793671E-4;2.7378754874E+4;1.7429783523E+3
dcsH1He0el_1000log10e_-3510.dat;7.4962491838E+8;3.0902954325E-4;2.7221602846E+4;1.7668171877E+3
dcsH1He0el_1000log10e_-3515.dat;7.4962491838E+8;3.0549211132E-4;2.7065352858E+4;1.7917275560E+3
dcsH1He0el_1000log10e_-3520.dat;7.4962491838E+8;3.0199517204E-4;2.6909999735E+4;1.8177216667E+3
dcsH1He0el_1000log10e_-3525.dat;7.4962491838E+8;2.9853826189E-4;2.6755538326E+4;1.8448132940E+3
dcsH1He0el_1000log10e_-3530.dat;7.4962491838E+8;2.9512092267E-4;2.6601963515E+4;1.8730119214E+3
dcsH1He0el_1000log10e_-3535.dat;7.4962491838E+8;2.9174270140E-4;2.6449270212E+4;1.9023522266E+3
dcsH1He0el_1000log10e_-3540.dat;7.4962491838E+8;2.8840315031E-4;2.6297453357E+4;1.9328354161E+3
dcsH1He0el_1000log10e_-3545.dat;7.4962491838E+8;2.8510182675E-4;2.6146507919E+4;1.9644880799E+3
dcsH1He0el_1000log10e_-3550.dat;7.4962491838E+8;2.8183829313E-4;2.5996428897E+4;1.9973328946E+3
dcsH1He0el_1000log10e_-3555.dat;7.4962491838E+8;2.7861211686E-4;2.5847211318E+4;2.0313946730E+3
dcsH1He0el_1000log10e_-3560.dat;7.4962491838E+8;2.7542287033E-4;2.5698850236E+4;2.0667004387E+3
dcsH1He0el_1000log10e_-3565.dat;7.4962491838E+8;2.7227013081E-4;2.5551340737E+4;2.1032796308E+3
dcsH1He0el_1000log10e_-3570.dat;7.4962491838E+8;2.6915348039E-4;2.5404677930E+4;2.1411642050E+3
dcsH1He0el_1000log10e_-3575.dat;7.4962491838E+8;2.6607250598E-4;2.5258856958E+4;2.1803888676E+3
dcsH1He0el_1000log10e_-3580.dat;7.4962491838E+8;2.6302679919E-4;2.5113872987E+4;2.2209912070E+3
dcsH1He0el_1000log10e_-3585.dat;7.4962491838E+8;2.6001595632E-4;2.4969721213E+4;2.2630119627E+3
dcsH1He0el_1000log10e_-3590.dat;7.4962491838E+8;2.5703957828E-4;2.4826396860E+4;2.3064951939E+3
dcsH1He0el_1000log10e_-3595.dat;7.4962491838E+8;2.5409727055E-4;2.4683895178E+4;2.3514885897E+3
dcsH1He0el_1000log10e_-3600.dat;7.4962491838E+8;2.5118864315E-4;2.4542211445E+4;2.3980436837E+3
dcsH1He0el_1000log10e_-3605.dat;7.4962491838E+8;2.4831331053E-4;2.4401340966E+4;2.4462162161E+3
dcsH1He0el_1000log10e_-3610.dat;7.4962491838E+8;2.4547089157E-4;2.4261279074E+4;2.4960664039E+3
dcsH1He0el_1000log10e_-3615.dat;7.4962491838E+8;2.4266100951E-4;2.4122021126E+4;2.5476593691E+3
dcsH1He0el_1000log10e_-3620.dat;7.4962491838E+8;2.3988329190E-4;2.3983562509E+4;2.6010654803E+3
dcsH1He0el_1000log10e_-3625.dat;7.4962491838E+8;2.3713737057E-4;2.3845898634E+4;2.6563608649E+3
dcsH1He0el_1000log10e_-3630.dat;7.4962491838E+8;2.3442288153E-4;2.3709024939E+4;2.7136278450E+3
dcsH1He0el_1000log10e_-3635.dat;7.4962491838E+8;2.3173946500E-4;2.3572936889E+4;2.7729555590E+3
dcsH1He0el_1000log10e_-3640.dat;7.4962491838E+8;2.2908676528E-4;2.3437629975E+4;2.8344405239E+3
dcsH1He0el_1000log10e_-3645.dat;7.4962491838E+8;2.2646443076E-4;2.3303099712E+4;2.8981874056E+3
dcsH1He0el_1000log10e_-3650.dat;7.4962491838E+8;2.2387211386E-4;2.3169341643E+4;2.9643097547E+3
dcsH1He0el_1000log10e_-3655.dat;7.4962491838E+8;2.2130947096E-4;2.3036351335E+4;3.0329309836E+3
dcsH1He0el_1000log10e_-3660.dat;7.4962491838E+8;2.1877616239E-4;2.2904124382E+4;3.1041853494E+3
dcsH1He0el_1000log10e_-3665.dat;7.4962491838E+8;2.1627185237E-4;2.2772656402E+4;3.1782192304E+3
dcsH1He0el_1000log10e_-3670.dat;7.4962491838E+8;2.1379620895E-4;2.2641943038E+4;3.2551924727E+3
dcsH1He0el_1000log10e_-3675.dat;7.4962491838E+8;2.1134890398E-4;2.2511979960E+4;3.3352801187E+3
dcsH1He0el_1000log10e_-3680.dat;7.4962491838E+8;2.0892961309E-4;2.2382762860E+4;3.4186743238E+3
dcsH1He0el_1000log10e_-3685.dat;7.4962491838E+8;2.0653801558E-4;2.2254287456E+4;3.5055867567E+3
dcsH1He0el_1000log10e_-3690.dat;7.4962491838E+8;2.0417379447E-4;2.2126549492E+4;3.5962515164E+3
dcsH1He0el_1000log10e_-3695.dat;7.4962491838E+8;2.0183663637E-4;2.1999544734E+4;3.6909286454E+3
dcsH1He0el_1000log10e_-3700.dat;7.4962491838E+8;1.9952623150E-4;2.1873268974E+4;3.7899079765E+3
dcsH1He0el_1000log10e_-3705.dat;7.4962491838E+8;1.9724227361E-4;2.1747718028E+4;3.8935183260E+3
dcsH1He0el_1000log10e_-3710.dat;7.4962491838E+8;1.9498445998E-4;2.1622887735E+4;4.0021370272E+3
dcsH1He0el_1000log10e_-3715.dat;7.4962491838E+8;1.9275249132E-4;2.1498773958E+4;4.1161617497E+3
dcsH1He0el_1000log10e_-3720.dat;7.4962491838E+8;1.9054607180E-4;2.1375372586E+4;4.2361111915E+3
dcsH1He0el_1000log10e_-3725.dat;7.4962491838E+8;1.8836490895E-4;2.1252679528E+4;4.3625549322E+3
dcsH1He0el_1000log10e_-3730.dat;7.4962491838E+8;1.8620871367E-4;2.1130690719E+4;4.4961877087E+3
dcsH1He0el_1000log10e_-3735.dat;7.4962491838E+8;1.8407720015E-4;2.1009402117E+4;4.6378654486E+3
dcsH1He0el_1000log10e_-3740.dat;7.4962491838E+8;1.8197008586E-4;2.0888809703E+4;4.7886800365E+3
dcsH1He0el_1000log10e_-3745.dat;7.4962491838E+8;1.7988709151E-4;2.0768909480E+4;4.9500936764E+3
dcsH1He0el_1000log10e_-3750.dat;7.4962491838E+8;1.7782794100E-4;2.0649697475E+4;5.1242097483E+3
dcsH1He0el_1000log10e_-3755.dat;7.4962491838E+8;1.7579236140E-4;2.0531169739E+4;5.3144218515E+3
dcsH1He0el_1000log10e_-3760.dat;7.4962491838E+8;1.7378008287E-4;2.0413322343E+4;5.5275484901E+3
dcsH1He0el_1000log10e_-3765.dat;7.4962491838E+8;1.7179083872E-4;2.0296151382E+4;5.5101762159E+3
dcsH1He0el_1000log10e_-3770.dat;7.4962491838E+8;1.6982436525E-4;2.0179652974E+4;5.5152081096E+3
dcsH1He0el_1000log10e_-3775.dat;7.4962491838E+8;1.6788040181E-4;2.0063823258E+4;5.5400233264E+3
dcsH1He0el_1000log10e_-3780.dat;7.4962491838E+8;1.6595869074E-4;1.9948658397E+4;5.5731752929E+3
dcsH1He0el_1000log10e_-3785.dat;7.4962491838E+8;1.6405897732E-4;1.9834154573E+4;5.6119743227E+3
dcsH1He0el_1000log10e_-3790.dat;7.4962491838E+8;1.6218100974E-4;1.9720307992E+4;5.6551383968E+3
dcsH1He0el_1000log10e_-3795.dat;7.4962491838E+8;1.6032453907E-4;1.9607114883E+4;5.7019134824E+3
dcsH1He0el_1000log10e_-3800.dat;7.4962491838E+8;1.5848931925E-4;1.9494571493E+4;5.7518028431E+3
dcsH1He0el_1000log10e_-3805.dat;7.4962491838E+8;1.5667510701E-4;1.9382674095E+4;5.8044545683E+3
dcsH1He0el_1000log10e_-3810.dat;7.4962491838E+8;1.5488166189E-4;1.9271418979E+4;5.8596063987E+3
dcsH1He0el_1000log10e_-3815.dat;7.4962491838E+8;1.5310874617E-4;1.9160802459E+4;5.9170552878E+3
dcsH1He0el_1000log10e_-3820.dat;7.4962491838E+8;1.5135612484E-4;1.9050820870E+4;5.9766393461E+3
dcsH1He0el_1000log10e_-3825.dat;7.4962491838E+8;1.4962356561E-4;1.8941470567E+4;6.0382265957E+3
dcsH1He0el_1000log10e_-3830.dat;7.4962491838E+8;1.4791083882E-4;1.8832747927E+4;6.1017066527E+3
dcsH1He0el_1000log10e_-3835.dat;7.4962491838E+8;1.4621771745E-4;1.8724649346E+4;6.1669865292E+3
dcsH1He0el_1000log10e_-3840.dat;7.4962491838E+8;1.4454397707E-4;1.8617171244E+4;6.2339859777E+3
dcsH1He0el_1000log10e_-3845.dat;7.4962491838E+8;1.4288939585E-4;1.8510310058E+4;6.3026358781E+3
dcsH1He0el_1000log10e_-3850.dat;7.4962491838E+8;1.4125375446E-4;1.8404062247E+4;6.3728748375E+3
dcsH1He0el_1000log10e_-3855.dat;7.4962491838E+8;1.3963683611E-4;1.8298424291E+4;6.4446485042E+3
dcsH1He0el_1000log10e_-3860.dat;7.4962491838E+8;1.3803842646E-4;1.8193392688E+4;6.5179081839E+3
dcsH1He0el_1000log10e_-3865.dat;7.4962491838E+8;1.3645831366E-4;1.8088963960E+4;6.5926098129E+3
dcsH1He0el_1000log10e_-3870.dat;7.4962491838E+8;1.3489628826E-4;1.7985134644E+4;6.6687132786E+3
dcsH1He0el_1000log10e_-3875.dat;7.4962491838E+8;1.3335214322E-4;1.7881901302E+4;6.7461817264E+3
dcsH1He0el_1000log10e_-3880.dat;7.4962491838E+8;1.3182567386E-4;1.7779260511E+4;6.8249810846E+3
dcsH1He0el_1000log10e_-3885.dat;7.4962491838E+8;1.3031667785E-4;1.7677208870E+4;6.9050796750E+3
dcsH1He0el_1000log10e_-3890.dat;7.4962491838E+8;1.2882495517E-4;1.7575742998E+4;6.9864477869E+3
dcsH1He0el_1000log10e_-3895.dat;7.4962491838E+8;1.2735030810E-4;1.7474859533E+4;7.0690574647E+3
dcsH1He0el_1000log10e_-3900.dat;7.4962491838E+8;1.2589254118E-4;1.7374555132E+4;7.1528821782E+3
dcsH1He0el_1000log10e_-3905.dat;7.4962491838E+8;1.2445146118E-4;1.7274826470E+4;7.2378966366E+3
dcsH1He0el_1000log10e_-3910.dat;7.4962491838E+8;1.2302687708E-4;1.7175670244E+4;7.3240766313E+3
dcsH1He0el_1000log10e_-3915.dat;7.4962491838E+8;1.2161860006E-4;1.7077083167E+4;7.4113987931E+3
dcsH1He0el_1000log10e_-3920.dat;7.4962491838E+8;1.2022644346E-4;1.6979061973E+4;7.4998405336E+3
dcsH1He0el_1000log10e_-3925.dat;7.4962491838E+8;1.1885022274E-4;1.6881603412E+4;7.5893798363E+3
dcsH1He0el_1000log10e_-3930.dat;7.4962491838E+8;1.1748975549E-4;1.6784704257E+4;7.6799951738E+3
dcsH1He0el_1000log10e_-3935.dat;7.4962491838E+8;1.1614486138E-4;1.6688361296E+4;7.7716654347E+3
dcsH1He0el_1000log10e_-3940.dat;7.4962491838E+8;1.1481536215E-4;1.6592571336E+4;7.8643697589E+3
dcsH1He0el_1000log10e_-3945.dat;7.4962491838E+8;1.1350108157E-4;1.6497331204E+4;7.9580874835E+3
dcsH1He0el_1000log10e_-3950.dat;7.4962491838E+8;1.1220184543E-4;1.6402637743E+4;8.0527980935E+3
dcsH1He0el_1000log10e_-3955.dat;7.4962491838E+8;1.1091748153E-4;1.6308487815E+4;8.1484810653E+3
dcsH1He0el_1000log10e_-3960.dat;7.4962491838E+8;1.0964781961E-4;1.6214878301E+4;8.2451158857E+3
dcsH1He0el_1000log10e_-3965.dat;7.4962491838E+8;1.0839269140E-4;1.6121806099E+4;8.3426819021E+3
dcsH1He0el_1000log10e_-3970.dat;7.4962491838E+8;1.0715193052E-4;1.6029268124E+4;8.4411613676E+3
dcsH1He0el_1000log10e_-3975.dat;7.4962491838E+8;1.0592537252E-4;1.5937261311E+4;8.5405240309E+3
dcsH1He0el_1000log10e_-3980.dat;7.4962491838E+8;1.0471285481E-4;1.5845782609E+4;8.6407577671E+3
dcsH1He0el_1000log10e_-3985.dat;7.4962491838E+8;1.0351421667E-4;1.5754828989E+4;8.7418377905E+3
dcsH1He0el_1000log10e_-3990.dat;7.4962491838E+8;1.0232929923E-4;1.5664397436E+4;8.8437420114E+3
dcsH1He0el_1000log10e_-3995.dat;7.4962491838E+8;1.0115794543E-4;1.5574484953E+4;8.9464478182E+3
dcsH1He0el_1000log10e_-4000.dat;7.4962491838E+8;1.0000000000E-4;1.5485088561E+4;9.0499321149E+3
